X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,MPE,MAPE
70,An,2016,-,Controlled,SC,steps/600m,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.009
71,An,2016,-,Controlled,SC,steps/3 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.009
72,An,2016,-,Controlled,SC,steps/1800m,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.01
73,An,2016,-,Controlled,SC,steps/600m,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.013
74,Boolani,2019,-,Controlled,SC,steps/6 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"waist, left",full-text,y,Manual count,manual count,NA,NA,120,74,46,healthy adults,A,H,21.4,3.7,NA,NA,NA,NA,25.1,5.8,"NY, USA",Walk: Overground,NA,Ao,-7.61615e-4,0.0018
75,Boolani,2019,-,Controlled,SC,steps/6 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"waist, left",full-text,y,Manual count,manual count,NA,NA,120,74,46,healthy adults,A,H,21.4,3.7,NA,NA,NA,NA,25.1,5.8,"NY, USA",Walk: Overground,NA,Ao,-0.003532609,0.013
76,Haegele,2017,-,Controlled,SC,steps/2 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"hip, posterior right",full-text,y,Manual count,manual count,NA,NA,14,13,1,"adolescents, visually impaired",C,NH,15.4,NA,NA,NA,NA,NA,NA,NA,"VA, USA",Walk: Overground,NA,Ao,0.004195358,0.0068
77,Haegele,2017,-,Controlled,SC,steps/2 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"hip, anterior right",full-text,y,Manual count,manual count,NA,NA,14,13,1,"adolescents, visually impaired",C,NH,15.4,NA,NA,NA,NA,NA,NA,NA,"VA, USA",Walk: Overground,NA,Ao,-0.00132245,0.0072
78,Haegele,2017,-,Controlled,SC,steps/2 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"hip, anterior left",full-text,y,Manual count,manual count,NA,NA,14,13,1,"adolescents, visually impaired",C,NH,15.4,NA,NA,NA,NA,NA,NA,NA,"VA, USA",Walk: Overground,NA,Ao,-0.002644899,0.0065
79,Haegele,2017,-,Controlled,SC,steps/2 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"hip, posterior left",full-text,y,Manual count,manual count,NA,NA,14,13,1,"adolescents, visually impaired",C,NH,15.4,NA,NA,NA,NA,NA,NA,NA,"VA, USA",Walk: Overground,NA,Ao,-0.004924985,0.0069
80,Kooiman,2015,2,Controlled,SC,steps/30 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,front pants pocket,full-text,y,Manual count,manual count,NA,NA,33,16,17,healthy adults,A,H,"M: 39 ± 13.1 
F: 35 ± 11.2",NA,NA,NA,NA,NA,"M: 24.1 ± 2 kg/m2
F: 23.1 ± 2.5 kg/m2",NA,Netherlands,Walk: Treadmill,NA,At,-0.003319252,0.003
81,Nelson,2016,-,Controlled,SC,kcal/bout,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"hip, left",full-text,y,Accelerometry (Omron HJ-720IT [hip]),accelerometry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",Ambulation: Treadmill or Overground,NA,A,0.019945603,0.03
82,Nelson,2016,-,Controlled,SC,kcal/bout,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"hip, left",full-text,y,Accelerometry (Omron HJ-720IT [hip]),accelerometry,NA,NA,30,15,15,healthy adults,A,H,48.9,19.4,NA,NA,NA,NA,26.3,5.2,"IN, USA",Resting,NA,Se,0,0
83,Wendel,2018,-,Controlled,SC,steps/2 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"waist, less-affected side",full-text,y,Manual count,manual count,NA,NA,33,19,14,"adults, Parkinson's",A,NH,65.48,9.39,NA,NA,NA,NA,25.05,3.94,"MA, USA",Walk: Overground,NA,Ao,-8.23188e-4,0.009
84,Wendel,2018,-,Controlled,SC,steps/2 min,Fitbit,Zip,Fitbit Zip,2013,Waist/Hip,"waist, less-affected side",full-text,y,Manual count,manual count,NA,NA,33,19,14,"adults, Parkinson's",A,NH,65.48,9.39,NA,NA,NA,NA,25.05,3.94,"MA, USA",Walk: Overground,NA,Ao,-0.008280696,0.014
85,Bunn,2018,-,Controlled,SC,steps/5 min,Garmin,Forerunner 235,Garmin Forerunner 235,2015,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,26.6,11.5,75.8,19.3,163,34,26.4,6.3,"NC, USA",Run: Treadmill,NA,At,-0.006530202,0.0059
86,Bunn,2018,-,Controlled,SC,steps/5 min,Garmin,Forerunner 235,Garmin Forerunner 235,2015,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,26.6,11.5,75.8,19.3,163,34,26.4,6.3,"NC, USA",Walk: Treadmill,NA,At,-0.025449918,0.0234
87,An,2016,-,Controlled,SC,steps/3 min,Garmin,Vivofit,Garmin Vivofit,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.024
88,An,2016,-,Controlled,SC,steps/600m,Garmin,Vivofit,Garmin Vivofit,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.027
89,Boolani,2019,-,Controlled,SC,steps/6 min,Garmin,Vivofit,Garmin Vivofit,2014,Wrist,"wrist, right",full-text,y,Manual count,manual count,NA,NA,120,74,46,healthy adults,A,H,21.4,3.7,NA,NA,NA,NA,25.1,5.8,"NY, USA",Walk: Overground,NA,Ao,-0.01721249,0.013
90,Hochsmann,2018,-,Controlled,SC,steps/620.6m,Garmin,Vivofit 2,Garmin Vivofit 2,2015,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,"20
18-25: 10
45-70: 10","6
18-25: 4
45-70: 2","14
18-25: 6
45-70: 8",healthy adults,A,H,"18-25 median: 22
IQR: 21, 23
45-70 median: 53
IQR: 52, 66",NA,"18-25 med: 63 kg
IQR: 60, 73
45-70 med: 66 kg
IQR: 60, 80",NA,"18-25 med: 169 cm
IQR: 164, 175
45-70 med: 167 cm
IQR: 165, 170",NA,"18-25 med: 23 kg/m2
IQR: 21, 25
45-70 med: 24 kg/m2
IQR: 22, 29",NA,Switzerland,Walk: Overground,NA,Ao,NA,NA
91,Hochsmann,2018,-,Controlled,SC,steps/5 min,Garmin,Vivofit 2,Garmin Vivofit 2,2015,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,"20
18-25: 10
45-70: 10","6
18-25: 4
45-70: 2","14
18-25: 6
45-70: 8",healthy adults,A,H,"18-25 median: 22
IQR: 21, 23
45-70 median: 53
IQR: 52, 66",NA,"18-25 med: 63 kg
IQR: 60, 73
45-70 med: 66 kg
IQR: 60, 80",NA,"18-25 med: 169 cm
IQR: 164, 175
45-70 med: 167 cm
IQR: 165, 170",NA,"18-25 med: 23 kg/m2
IQR: 21, 25
45-70 med: 24 kg/m2
IQR: 22, 29",NA,Switzerland,Walk: Treadmill,NA,At,NA,NA
92,Hochsmann,2018,-,Controlled,SC,steps/5 min,Garmin,Vivofit 2,Garmin Vivofit 2,2015,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,"20
18-25: 10
45-70: 10","6
18-25: 4
45-70: 2","14
18-25: 6
45-70: 8",healthy adults,A,H,"18-25 median: 22
IQR: 21, 23
45-70 median: 53
IQR: 52, 66",NA,"18-25 med: 63 kg
IQR: 60, 73
45-70 med: 66 kg
IQR: 60, 80",NA,"18-25 med: 169 cm
IQR: 164, 175
45-70 med: 167 cm
IQR: 165, 170",NA,"18-25 med: 23 kg/m2
IQR: 21, 25
45-70 med: 24 kg/m2
IQR: 22, 29",NA,Switzerland,Walk: Treadmill,NA,At,NA,NA
93,Hochsmann,2018,-,Controlled,SC,steps/5 min,Garmin,Vivofit 2,Garmin Vivofit 2,2015,Wrist,"wrist, ND",full-text,y,Manual count,manual count,NA,NA,"20
18-25: 10
45-70: 10","6
18-25: 4
45-70: 2","14
18-25: 6
45-70: 8",healthy adults,A,H,"18-25 median: 22
IQR: 21, 23
45-70 median: 53
IQR: 52, 66",NA,"18-25 med: 63 kg
IQR: 60, 73
45-70 med: 66 kg
IQR: 60, 80",NA,"18-25 med: 169 cm
IQR: 164, 175
45-70 med: 167 cm
IQR: 165, 170",NA,"18-25 med: 23 kg/m2
IQR: 21, 25
45-70 med: 24 kg/m2
IQR: 22, 29",NA,Switzerland,Walk: Treadmill,NA,At,NA,NA
94,Fokkema,2017,-,Controlled,SC,steps/10 min,Garmin,Vivosmart,Garmin Vivosmart,2014,Wrist,"wrist, right",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.010493179,0.01
95,Fokkema,2017,-,Controlled,SC,steps/10 min,Garmin,Vivosmart,Garmin Vivosmart,2014,Wrist,"wrist, right",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.009574468,0.009
96,Fokkema,2017,-,Controlled,SC,steps/10 min,Garmin,Vivosmart,Garmin Vivosmart,2014,Wrist,"wrist, right",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.003610108,0.003
97,Lamont,2018,-,Controlled,SC,steps/2 min,Garmin,Vivosmart HR,Garmin Vivosmart HR,2015,Wrist,"wrist, both",full-text,y,Accelerometry (ActivPAL3 [thigh]),accelerometry,"thigh, right, anterior middle",Thigh,33,21,12,"adults, Parkinson's",A,NH,69,8,NA,NA,NA,NA,NA,NA,"QLD, AUS",Walk: Overground,NA,Ao,0.021998167,0.027
98,Lamont,2018,-,Controlled,SC,steps/2 min,Garmin,Vivosmart HR,Garmin Vivosmart HR,2015,Wrist,"wrist, both",full-text,y,Accelerometry (ActivPAL3 [thigh]),accelerometry,"thigh, right, anterior middle",Thigh,33,21,12,"adults, Parkinson's",A,NH,69,8,NA,NA,NA,NA,NA,NA,"QLD, AUS",Walk: Overground,NA,Ao,0.017657192,0.025
99,Lamont,2018,-,Controlled,SC,steps/2 min,Garmin,Vivosmart HR,Garmin Vivosmart HR,2015,Wrist,"wrist, both",full-text,y,Accelerometry (ActivPAL3 [thigh]),accelerometry,"thigh, right, anterior middle",Thigh,33,21,12,"adults, Parkinson's",A,NH,69,8,NA,NA,NA,NA,NA,NA,"QLD, AUS",Walk: Overground,NA,Ao,-0.002616659,0.019
100,Lamont,2018,-,Controlled,SC,steps/2 min,Garmin,Vivosmart HR,Garmin Vivosmart HR,2015,Wrist,"wrist, both",full-text,y,Accelerometry (ActivPAL3 [thigh]),accelerometry,"thigh, right, anterior middle",Thigh,33,21,12,"adults, Parkinson's",A,NH,69,8,NA,NA,NA,NA,NA,NA,"QLD, AUS",Walk: Overground,NA,Ao,-0.010505837,0.028
101,Bunn,2019,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, left",full-text,y,Heart rate sensor chest strap (Polar PS800CX),chest strap,chest,Torso,25,9,16,recreationally active adults,A,H,25.4,6.9,73.9,3.1,171,11,NA,NA,"NC, USA",Ambulation: Overground,Activity,Ao,NA,0.0283
102,Stahl,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Walk: Treadmill,Activity,At,0.006908463,0.0248
103,Stahl,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Run: Treadmill,Activity,At,0.005899705,0.0147
104,Stahl,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Run: Treadmill,Activity,At,0.001981506,0.0082
105,Stahl,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Walk: Treadmill,Activity,At,0,0.0204
106,Stahl,2016,-,Controlled,HR,bpm,Mio,Alpha,Mio Alpha,2013,Wrist,"wrist, random",full-text,y,Heart rate sensor chest strap (Polar WearLink 31),chest strap,chest,Torso,50,32,18,healthy adults,A,H,"M: 27.47 ± 6.1 
F: 24.17 ± 4.93",NA,"M: 82.66 ± 9.5 kg
F: 63.18 ± 10.9 kg",NA,"M: 180.22 ± 4.7 cm
F: 164.38 ± 8.7 cm",NA,"M: 25.44 ± 2.6 kg/m2
F: 23.36 ± 3.5 kg/m2",NA,"NE, USA",Rest: Sitting,Rest,Se,-0.002244669,0.0272
107,Kooiman,2015,2,Controlled,SC,steps/30 min,Misfit,Shine,Misfit Shine,2012,Waist/Hip,front pants pocket,full-text,y,Manual count,manual count,NA,NA,33,16,17,healthy adults,A,H,"M: 39 ± 13.1 
F: 35 ± 11.2",NA,NA,NA,NA,NA,"M: 24.1 ± 2 kg/m2
F: 23.1 ± 2.5 kg/m2",NA,Netherlands,Walk: Treadmill,NA,At,0.001810501,0.002
108,Fokkema,2017,-,Controlled,SC,steps/10 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, right",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.030438675,0.03
109,Fokkema,2017,-,Controlled,SC,steps/10 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, right",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.030375699,0.03
110,Fokkema,2017,-,Controlled,SC,steps/10 min,Samsung,Gear S,Samsung Gear S,2014,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.011119936,0.011
111,Fokkema,2017,-,Controlled,SC,steps/10 min,Samsung,Gear S,Samsung Gear S,2014,Wrist,"wrist, left",full-text,y,Manual count,manual count,NA,NA,31,16,15,healthy adults,A,H,32,12,NA,NA,NA,NA,22.6,2.4,Netherlands,Walk: Treadmill,NA,At,0.007194245,0.008
112,An,2016,-,Controlled,SC,steps/3 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.006
113,An,2016,-,Controlled,SC,steps/600m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.007
114,An,2016,-,Controlled,SC,steps/3 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.007
115,An,2016,-,Controlled,SC,steps/3 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.007
116,An,2016,-,Controlled,SC,steps/3 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.011
117,An,2016,-,Controlled,SC,steps/18 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.012
118,An,2016,-,Controlled,SC,steps/3 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.015
119,An,2016,-,Controlled,SC,steps/1800m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.021
120,An,2016,-,Controlled,SC,steps/600m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Overground,NA,Ao,NA,0.022
121,An,2016,-,Controlled,SC,steps/3 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Walk: Treadmill,NA,At,NA,0.024
122,Kooiman,2015,2,Controlled,SC,steps/30 min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,front pants pocket,full-text,y,Manual count,manual count,NA,NA,33,16,17,healthy adults,A,H,"M: 39 ± 13.1 
F: 35 ± 11.2",NA,NA,NA,NA,NA,"M: 23.6 ± 2.2 kg/m2
F: 22.5 ± 2.1 kg/m2",NA,Netherlands,Walk: Treadmill,NA,At,-0.004526252,0.005
123,O'Connell,2016,-,Controlled,SC,steps/900m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,"M: 23.60 ± 2.70 kg/m2
F: 21.88 ± 1.81 kg/m2",NA,Ireland,Walk: Overground,NA,Ao,0.004130098,0.017
124,O'Connell,2016,-,Controlled,SC,steps/800m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,"M: 23.60 ± 2.70 kg/m2
F: 21.88 ± 1.81 kg/m2",NA,Ireland,Walk: Overground,NA,Ao,0.001515917,0.0132
125,O'Connell,2016,-,Controlled,SC,steps/990m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,"M: 23.60 ± 2.70 kg/m2
F: 21.88 ± 1.81 kg/m2",NA,Ireland,Walk: Overground,NA,Ao,-0.005780347,0.0181
126,O'Connell,2016,-,Controlled,SC,steps/880m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Manual count,manual count,NA,NA,15,7,8,healthy adults,A,H,21.1,1.1,NA,NA,NA,NA,"M: 23.60 ± 2.70 kg/m2
F: 21.88 ± 1.81 kg/m2",NA,Ireland,Walk: Overground,NA,Ao,-0.021486124,0.024
127,Bai,2017,-,Controlled,EE,kcal/25 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Oxycon Mobile 5.0),indirect calorimetry,chest,Torso,39,23,16,healthy adults,A,H,32,11,72.7,12.8,171.7,9.5,24.7,4,"IO, USA",Simulated Free-Living,Activity,Mi,-0.037,0.234
128,Bai,2017,-,Controlled,EE,kcal/25 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Oxycon Mobile 5.0),indirect calorimetry,chest,Torso,39,23,16,healthy adults,A,H,32,11,72.7,12.8,171.7,9.5,24.7,4,"IO, USA",Ambulation: Treadmill,Activity,At,-0.063,0.182
129,Bai,2017,-,Controlled,EE,kcal/20 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, left",full-text,y,Indirect calorimetry (Oxycon Mobile 5.0),indirect calorimetry,chest,Torso,39,23,16,healthy adults,A,H,32,11,72.7,12.8,171.7,9.5,24.7,4,"IO, USA",ADL: Seated Work,Rest,Se,-0.094,0.222
130,Bai,2017,-,Controlled,SC,steps/20 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, left",full-text,n,Accelerometry (Yamax Digi-Walker SW-200 [hip]),accelerometry,"waist, left, anterior to iliac crest",Waist/Hip,39,23,16,healthy adults,A,H,32,11,72.7,12.8,171.7,9.5,24.7,4,"IO, USA",ADL: Seated Work,NA,Se,2.716,4.529
131,Bai,2017,-,Controlled,SC,steps/25 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, left",full-text,n,Accelerometry (Yamax Digi-Walker SW-200 [hip]),accelerometry,"waist, left, anterior to iliac crest",Waist/Hip,39,23,16,healthy adults,A,H,32,11,72.7,12.8,171.7,9.5,24.7,4,"IO, USA",Simulated Free-Living,NA,Mi,1.484,1.608
132,Bai,2017,-,Controlled,SC,steps/25 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, left",full-text,y,Accelerometry (Yamax Digi-Walker SW-200 [hip]),accelerometry,"waist, left, anterior to iliac crest",Waist/Hip,39,23,16,healthy adults,A,H,32,11,72.7,12.8,171.7,9.5,24.7,4,"IO, USA",Ambulation: Treadmill,NA,At,-0.007,0.062
133,Bunn,2018,-,Controlled,SC,steps/5 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,26.6,11.5,75.8,19.3,163,34,26.4,6.3,"NC, USA",Walk: Treadmill,NA,At,-0.030247479,0.0372
134,Bunn,2018,-,Controlled,SC,steps/5 min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,26.6,11.5,75.8,19.3,163,34,26.4,6.3,"NC, USA",Run: Treadmill,NA,At,-0.037496865,0.0367
135,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,ADL: Seated Work,Activity,Mi,0.390728477,0.47
136,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,Walk: Treadmill,Activity,At,0.106796117,0.24
137,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,Jog: Treadmill,Activity,At,0,0.22
138,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,Walk: Treadmill,Activity,At,-0.014256619,0.14
139,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,Cycle,Activity,Mi,-0.030913978,0.2
140,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,Stairs: Ascend and Descend,Activity,St,-0.244784423,0.29
141,Chowdhury,2017,-,Controlled,EE,kcal/min,Apple,Watch,Apple Watch,2015,Wrist,"wrist, random",full-text,y,Indirect calorimetry (COSMED K4b2),indirect calorimetry,NA,NA,30,15,15,healthy adults,A,H,27,6,69.7,13.2,172,10,23.4,2.5,UK,ADL: Sweeping,Activity,Mi,-0.29280397,0.3
